Serial Number:20835041 --

"Date Time, GMT -0500","Temp, (*C)","Intensity, ( lux)","Host Connect","Button Down","Button Up","EOF"
2020-11-04 21:53:32,31.27,0, , , , 
2020-11-04 21:54:32,31.27,0, , , , 
2020-11-04 21:55:32,31.27,0, , , , 
2020-11-04 21:56:32,31.19,0, , , , 
2020-11-04 21:57:32,31.23,0, , , , 
2020-11-04 21:58:32,31.23,0, , , , 
2020-11-04 21:59:32,31.23,0, , , , 
2020-11-04 22:00:32,31.19,0, , , , 
2020-11-04 22:01:32,31.19,0, , , , 
2020-11-04 22:02:32,31.23,0, , , , 
2020-11-04 22:03:32,31.27,0, , , , 
2020-11-04 22:04:32,31.27,0, , , , 
2020-11-04 22:05:32,31.23,0, , , , 
2020-11-04 22:06:32,31.14,0, , , , 
2020-11-04 22:07:32,31.23,0, , , , 
2020-11-04 22:08:32,31.23,0, , , , 
2020-11-04 22:09:32,31.27,0, , , , 
2020-11-04 22:10:32,31.19,0, , , , 
2020-11-04 22:11:32,31.23,0, , , , 
2020-11-04 22:12:32,31.19,0, , , , 
2020-11-04 22:13:32,31.23,0, , , , 
2020-11-04 22:14:32,31.14,0, , , , 
2020-11-04 22:15:32,31.06,0, , , , 
2020-11-04 22:16:32,30.97,0, , , , 
2020-11-04 22:17:32,30.89,0, , , , 
2020-11-04 22:18:32,30.76,0, , , , 
2020-11-04 22:19:32,30.63,0, , , , 
2020-11-04 22:20:32,30.54,0, , , , 
2020-11-04 22:21:32,30.41,0, , , , 
2020-11-04 22:22:32,30.33,0, , , , 
2020-11-04 22:23:32,30.33,0, , , , 
2020-11-04 22:24:32,30.24,0, , , , 
2020-11-04 22:25:32,30.28,0, , , , 
2020-11-04 22:26:32,30.33,0, , , , 
2020-11-04 22:27:32,30.24,0, , , , 
2020-11-04 22:28:32,30.28,0, , , , 
2020-11-04 22:29:32,30.20,0, , , , 
2020-11-04 22:30:32,30.20,0, , , , 
2020-11-04 22:31:32,30.24,0, , , , 
2020-11-04 22:32:32,30.24,0, , , , 
2020-11-04 22:33:32,30.24,0, , , , 
2020-11-04 22:34:32,30.24,0, , , , 
2020-11-04 22:35:32,30.16,0, , , , 
2020-11-04 22:36:32,30.16,0, , , , 
2020-11-04 22:37:32,30.20,0, , , , 
2020-11-04 22:38:32,30.20,0, , , , 
2020-11-04 22:39:32,30.24,0, , , , 
2020-11-04 22:40:32,30.16,0, , , , 
2020-11-04 22:41:32,30.20,0, , , , 
2020-11-04 22:42:32,30.24,0, , , , 
2020-11-04 22:43:32,30.20,0, , , , 
2020-11-04 22:44:32,30.20,0, , , , 
2020-11-04 22:45:32,30.20,0, , , , 
2020-11-04 22:46:32,30.24,0, , , , 
2020-11-04 22:47:32,30.24,0, , , , 
2020-11-04 22:48:32,30.24,0, , , , 
2020-11-04 22:49:32,30.20,0, , , , 
2020-11-04 22:50:32,30.20,0, , , , 
2020-11-04 22:51:32,30.16,0, , , , 
2020-11-04 22:52:32,30.24,0, , , , 
2020-11-04 22:53:32,30.28,0, , , , 
2020-11-04 22:54:32,30.20,0, , , , 
2020-11-04 22:55:32,30.11,0, , , , 
2020-11-04 22:56:32,30.03,0, , , , 
2020-11-04 22:57:32,29.94,0, , , , 
2020-11-04 22:58:32,29.86,0, , , , 
2020-11-04 22:59:32,29.73,0, , , , 
2020-11-04 23:00:32,29.56,0, , , , 
2020-11-04 23:01:32,29.47,0, , , , 
2020-11-04 23:02:32,29.34,0, , , , 
2020-11-04 23:03:32,29.26,0, , , , 
2020-11-04 23:04:32,29.13,0, , , , 
2020-11-04 23:05:32,28.95,0, , , , 
2020-11-04 23:06:32,28.83,0, , , , 
2020-11-04 23:07:32,28.78,0, , , , 
2020-11-04 23:08:32,28.61,0, , , , 
2020-11-04 23:09:32,28.53,0, , , , 
2020-11-04 23:10:32,28.40,0, , , , 
2020-11-04 23:11:32,28.23,0, , , , 
2020-11-04 23:12:32,28.18,0, , , , 
2020-11-04 23:13:32,28.05,0, , , , 
2020-11-04 23:14:32,27.93,0, , , , 
2020-11-04 23:15:32,27.80,0, , , , 
2020-11-04 23:16:32,27.67,0, , , , 
2020-11-04 23:17:32,27.58,0, , , , 
2020-11-04 23:18:32,27.45,0, , , , 
2020-11-04 23:19:32,27.32,0, , , , 
2020-11-04 23:20:32,27.24,0, , , , 
2020-11-04 23:21:32,27.20,0, , , , 
2020-11-04 23:22:32,27.11,0, , , , 
2020-11-04 23:23:32,27.07,0, , , , 
2020-11-04 23:24:32,27.07,0, , , , 
2020-11-04 23:25:32,27.07,0, , , , 
2020-11-04 23:26:32,27.02,0, , , , 
2020-11-04 23:27:32,27.02,0, , , , 
2020-11-04 23:28:32,27.02,0, , , , 
2020-11-04 23:29:32,27.02,0, , , , 
2020-11-04 23:30:32,26.98,0, , , , 
2020-11-04 23:31:32,27.02,0, , , , 
2020-11-04 23:32:32,26.98,0, , , , 
2020-11-04 23:33:32,26.98,0, , , , 
2020-11-04 23:34:32,27.02,0, , , , 
2020-11-04 23:35:32,26.98,0, , , , 
2020-11-04 23:36:32,27.02,0, , , , 
2020-11-04 23:37:32,27.02,0, , , , 
2020-11-04 23:38:32,27.07,0, , , , 
2020-11-04 23:39:32,27.07,0, , , , 
2020-11-04 23:40:32,27.02,0, , , , 
2020-11-04 23:41:32,27.02,0, , , , 
2020-11-04 23:42:32,26.98,0, , , , 
2020-11-04 23:43:32,26.98,0, , , , 
2020-11-04 23:44:32,27.02,0, , , , 
2020-11-04 23:45:32,27.02,0, , , , 
2020-11-04 23:46:32,26.94,0, , , , 
2020-11-04 23:47:32,26.98,0, , , , 
2020-11-04 23:48:32,26.98,0, , , , 
2020-11-04 23:49:32,26.98,0, , , , 
2020-11-04 23:50:32,27.02,0, , , , 
2020-11-04 23:51:32,27.02,0, , , , 
2020-11-04 23:52:32,26.98,0, , , , 
2020-11-04 23:53:32,27.02,0, , , , 
2020-11-04 23:54:32,27.02,0, , , , 
2020-11-04 23:55:32,27.02,0, , , , 
2020-11-04 23:56:32,27.02,0, , , , 
2020-11-04 23:57:32,27.02,0, , , , 
2020-11-04 23:58:32,26.98,0, , , , 
2020-11-04 23:59:32,26.98,0, , , , 
2020-11-05 00:00:32,26.94,0, , , , 
2020-11-05 00:01:32,26.98,0, , , , 
2020-11-05 00:02:32,26.98,0, , , , 
2020-11-05 00:03:32,26.98,0, , , , 
2020-11-05 00:04:32,26.98,0, , , , 
2020-11-05 00:05:32,26.98,0, , , , 
2020-11-05 00:06:32,26.98,0, , , , 
2020-11-05 00:07:32,26.98,0, , , , 
2020-11-05 00:08:32,27.02,0, , , , 
2020-11-05 00:09:32,26.98,0, , , , 
2020-11-05 00:10:32,26.98,0, , , , 
2020-11-05 00:11:32,27.02,0, , , , 
2020-11-05 00:12:32,27.02,0, , , , 
2020-11-05 00:13:32,27.02,0, , , , 
2020-11-05 00:14:32,26.94,0, , , , 
2020-11-05 00:15:32,26.98,0, , , , 
2020-11-05 00:16:32,27.02,0, , , , 
2020-11-05 00:17:32,27.07,0, , , , 
2020-11-05 00:18:32,27.07,0, , , , 
2020-11-05 00:19:32,26.98,0, , , , 
2020-11-05 00:20:32,27.02,0, , , , 
2020-11-05 00:21:32,27.20,0, , , , 
2020-11-05 00:22:32,27.15,0, , , , 
2020-11-05 00:23:32,27.20,0, , , , 
2020-11-05 00:24:32,27.20,0, , , , 
2020-11-05 00:25:32,27.11,0, , , , 
2020-11-05 00:26:32,27.11,0, , , , 
2020-11-05 00:27:32,27.02,0, , , , 
2020-11-05 00:28:32,27.11,0, , , , 
2020-11-05 00:29:32,27.15,0, , , , 
2020-11-05 00:30:32,27.15,0, , , , 
2020-11-05 00:31:32,27.15,0, , , , 
2020-11-05 00:32:32,27.11,0, , , , 
2020-11-05 00:33:32,27.07,0, , , , 
2020-11-05 00:34:32,27.07,0, , , , 
2020-11-05 00:35:32,27.11,0, , , , 
2020-11-05 00:36:32,27.07,0, , , , 
2020-11-05 00:37:32,27.11,0, , , , 
2020-11-05 00:38:32,27.02,0, , , , 
2020-11-05 00:39:32,27.11,0, , , , 
2020-11-05 00:40:32,27.15,0, , , , 
2020-11-05 00:41:32,27.20,0, , , , 
2020-11-05 00:42:32,27.20,0, , , , 
2020-11-05 00:43:32,27.20,0, , , , 
2020-11-05 00:44:32,27.11,0, , , , 
2020-11-05 00:45:32,27.11,0, , , , 
2020-11-05 00:46:32,27.02,0, , , , 
2020-11-05 00:47:32,27.11,0, , , , 
2020-11-05 00:48:32,27.15,0, , , , 
2020-11-05 00:49:32,27.15,0, , , , 
2020-11-05 00:50:32,27.20,0, , , , 
2020-11-05 00:51:32,27.15,0, , , , 
2020-11-05 00:52:32,27.11,0, , , , 
2020-11-05 00:53:32,27.11,0, , , , 
2020-11-05 00:54:32,27.07,0, , , , 
2020-11-05 00:55:32,27.11,0, , , , 
2020-11-05 00:56:32,27.20,0, , , , 
2020-11-05 00:57:32,27.11,0, , , , 
2020-11-05 00:58:32,27.15,0, , , , 
2020-11-05 00:59:32,27.11,0, , , , 
2020-11-05 01:00:32,27.07,0, , , , 
2020-11-05 01:01:32,27.07,0, , , , 
2020-11-05 01:02:32,27.07,0, , , , 
2020-11-05 01:03:32,27.15,0, , , , 
2020-11-05 01:04:32,27.15,0, , , , 
2020-11-05 01:05:32,27.15,0, , , , 
2020-11-05 01:06:32,27.11,0, , , , 
2020-11-05 01:07:32,27.07,0, , , , 
2020-11-05 01:08:32,27.02,0, , , , 
2020-11-05 01:09:32,27.07,0, , , , 
2020-11-05 01:10:32,27.11,0, , , , 
2020-11-05 01:11:32,27.15,0, , , , 
2020-11-05 01:12:32,27.20,0, , , , 
2020-11-05 01:13:32,27.07,0, , , , 
2020-11-05 01:14:32,27.02,0, , , , 
2020-11-05 01:15:32,27.07,0, , , , 
2020-11-05 01:16:32,27.15,0, , , , 
2020-11-05 01:17:32,27.15,0, , , , 
2020-11-05 01:18:32,27.11,0, , , , 
2020-11-05 01:19:32,27.15,0, , , , 
2020-11-05 01:20:32,27.07,0, , , , 
2020-11-05 01:21:32,27.11,0, , , , 
2020-11-05 01:22:32,27.15,0, , , , 
2020-11-05 01:23:32,27.20,0, , , , 
2020-11-05 01:24:32,27.20,0, , , , 
2020-11-05 01:25:32,27.11,0, , , , 
2020-11-05 01:26:32,27.11,0, , , , 
2020-11-05 01:27:32,27.02,0, , , , 
2020-11-05 01:28:32,27.15,0, , , , 
2020-11-05 01:29:32,27.20,0, , , , 
2020-11-05 01:30:32,27.24,0, , , , 
2020-11-05 01:31:32,27.20,0, , , , 
2020-11-05 01:32:32,27.15,0, , , , 
2020-11-05 01:33:32,27.15,0, , , , 
2020-11-05 01:34:32,27.11,0, , , , 
2020-11-05 01:35:32,27.07,0, , , , 
2020-11-05 01:36:32,27.15,0, , , , 
2020-11-05 01:37:32,27.11,0, , , , 
2020-11-05 01:38:32,27.11,0, , , , 
2020-11-05 01:39:32,27.07,0, , , , 
2020-11-05 01:40:32,27.07,0, , , , 
2020-11-05 01:41:32,27.07,0, , , , 
2020-11-05 01:42:32,27.11,0, , , , 
2020-11-05 01:43:32,27.15,0, , , , 
2020-11-05 01:44:32,27.15,0, , , , 
2020-11-05 01:45:32,27.11,0, , , , 
2020-11-05 01:46:32,27.11,0, , , , 
2020-11-05 01:47:32,27.07,0, , , , 
2020-11-05 01:48:32,27.07,0, , , , 
2020-11-05 01:49:32,27.11,0, , , , 
2020-11-05 01:50:32,27.15,0, , , , 
2020-11-05 01:51:32,27.15,0, , , , 
2020-11-05 01:52:32,27.20,0, , , , 
2020-11-05 01:53:32,27.15,0, , , , 
2020-11-05 01:54:32,27.11,0, , , , 
2020-11-05 01:55:32,27.11,0, , , , 
2020-11-05 01:56:32,27.07,0, , , , 
2020-11-05 01:57:32,27.11,0, , , , 
2020-11-05 01:58:32,27.15,0, , , , 
2020-11-05 01:59:32,27.11,0, , , , 
2020-11-05 02:00:32,27.15,0, , , , 
2020-11-05 02:01:32,27.11,0, , , , 
2020-11-05 02:02:32,27.07,0, , , , 
2020-11-05 02:03:32,27.07,0, , , , 
2020-11-05 02:04:32,27.07,0, , , , 
2020-11-05 02:05:32,27.20,0, , , , 
2020-11-05 02:06:32,27.20,0, , , , 
2020-11-05 02:07:32,27.20,0, , , , 
2020-11-05 02:08:32,27.20,0, , , , 
2020-11-05 02:09:32,27.20,0, , , , 
2020-11-05 02:10:32,27.11,0, , , , 
2020-11-05 02:11:32,27.11,0, , , , 
2020-11-05 02:12:32,27.15,0, , , , 
2020-11-05 02:13:32,27.20,0, , , , 
2020-11-05 02:14:32,27.20,0, , , , 
2020-11-05 02:15:32,27.15,0, , , , 
2020-11-05 02:16:32,27.11,0, , , , 
2020-11-05 02:17:32,27.20,0, , , , 
2020-11-05 02:18:32,27.20,0, , , , 
2020-11-05 02:19:32,27.24,0, , , , 
2020-11-05 02:20:32,27.28,0, , , , 
2020-11-05 02:21:32,27.24,0, , , , 
2020-11-05 02:22:32,27.20,0, , , , 
2020-11-05 02:23:32,27.15,0, , , , 
2020-11-05 02:24:32,27.11,0, , , , 
2020-11-05 02:25:32,27.24,0, , , , 
2020-11-05 02:26:32,27.20,0, , , , 
2020-11-05 02:27:32,27.20,0, , , , 
2020-11-05 02:28:32,27.20,0, , , , 
2020-11-05 02:29:32,27.20,0, , , , 
2020-11-05 02:30:32,27.20,0, , , , 
2020-11-05 02:31:32,27.15,0, , , , 
2020-11-05 02:32:32,27.20,0, , , , 
2020-11-05 02:33:32,27.20,0, , , , 
2020-11-05 02:34:32,27.20,0, , , , 
2020-11-05 02:35:32,27.20,0, , , , 
2020-11-05 02:36:32,27.20,0, , , , 
2020-11-05 02:37:32,27.15,0, , , , 
2020-11-05 02:38:32,27.15,0, , , , 
2020-11-05 02:39:32,27.07,0, , , , 
2020-11-05 02:40:32,27.15,0, , , , 
2020-11-05 02:41:32,27.20,0, , , , 
2020-11-05 02:42:32,27.20,0, , , , 
2020-11-05 02:43:32,27.15,0, , , , 
2020-11-05 02:44:32,27.15,0, , , , 
2020-11-05 02:45:32,27.15,0, , , , 
2020-11-05 02:46:32,27.15,0, , , , 
2020-11-05 02:47:32,27.20,0, , , , 
2020-11-05 02:48:32,27.11,0, , , , 
2020-11-05 02:49:32,27.11,0, , , , 
2020-11-05 02:50:32,27.15,0, , , , 
2020-11-05 02:51:32,27.15,0, , , , 
2020-11-05 02:52:32,27.20,0, , , , 
2020-11-05 02:53:32,27.24,0, , , , 
2020-11-05 02:54:32,27.24,0, , , , 
2020-11-05 02:55:32,27.24,0, , , , 
2020-11-05 02:56:32,27.20,0, , , , 
2020-11-05 02:57:32,27.20,0, , , , 
2020-11-05 02:58:32,27.11,0, , , , 
2020-11-05 02:59:32,27.11,0, , , , 
2020-11-05 03:00:32,27.20,0, , , , 
2020-11-05 03:01:32,27.20,0, , , , 
2020-11-05 03:02:32,27.20,0, , , , 
2020-11-05 03:03:32,27.20,0, , , , 
2020-11-05 03:04:32,27.15,0, , , , 
2020-11-05 03:05:32,27.15,0, , , , 
2020-11-05 03:06:32,27.24,0, , , , 
2020-11-05 03:07:32,27.24,0, , , , 
2020-11-05 03:08:32,27.20,0, , , , 
2020-11-05 03:09:32,27.15,0, , , , 
2020-11-05 03:10:32,27.15,0, , , , 
2020-11-05 03:11:32,27.11,0, , , , 
2020-11-05 03:12:32,27.15,0, , , , 
2020-11-05 03:13:32,27.24,0, , , , 
2020-11-05 03:14:32,27.15,0, , , , 
2020-11-05 03:15:32,27.15,0, , , , 
2020-11-05 03:16:32,27.15,0, , , , 
2020-11-05 03:17:32,27.11,0, , , , 
2020-11-05 03:18:32,27.20,0, , , , 
2020-11-05 03:19:32,27.20,0, , , , 
2020-11-05 03:20:32,27.24,0, , , , 
2020-11-05 03:21:32,27.24,0, , , , 
2020-11-05 03:22:32,27.24,0, , , , 
2020-11-05 03:23:32,27.15,0, , , , 
2020-11-05 03:24:32,27.15,0, , , , 
2020-11-05 03:25:32,27.15,0, , , , 
2020-11-05 03:26:32,27.20,0, , , , 
2020-11-05 03:27:32,27.20,0, , , , 
2020-11-05 03:28:32,27.20,0, , , , 
2020-11-05 03:29:32,27.15,0, , , , 
2020-11-05 03:30:32,27.15,0, , , , 
2020-11-05 03:31:32,27.07,0, , , , 
2020-11-05 03:32:32,27.20,0, , , , 
2020-11-05 03:33:32,27.24,0, , , , 
2020-11-05 03:34:32,27.20,0, , , , 
2020-11-05 03:35:32,27.20,0, , , , 
2020-11-05 03:36:32,27.15,0, , , , 
2020-11-05 03:37:32,27.11,0, , , , 
2020-11-05 03:38:32,27.11,0, , , , 
2020-11-05 03:39:32,27.15,0, , , , 
2020-11-05 03:40:32,27.15,0, , , , 
2020-11-05 03:41:32,27.15,0, , , , 
2020-11-05 03:42:32,27.15,0, , , , 
2020-11-05 03:43:32,27.11,0, , , , 
2020-11-05 03:44:32,27.20,0, , , , 
2020-11-05 03:45:32,27.20,0, , , , 
2020-11-05 03:46:32,27.20,0, , , , 
2020-11-05 03:47:32,27.20,0, , , , 
2020-11-05 03:48:32,27.20,0, , , , 
2020-11-05 03:49:32,27.11,0, , , , 
2020-11-05 03:50:32,27.20,0, , , , 
2020-11-05 03:51:32,27.20,0, , , , 
2020-11-05 03:52:32,27.20,0, , , , 
2020-11-05 03:53:32,27.20,0, , , , 
2020-11-05 03:54:32,27.15,0, , , , 
2020-11-05 03:55:32,27.15,0, , , , 
2020-11-05 03:56:32,27.11,0, , , , 
2020-11-05 03:57:32,27.20,0, , , , 
2020-11-05 03:58:32,27.20,0, , , , 
2020-11-05 03:59:32,27.20,0, , , , 
2020-11-05 04:00:32,27.20,0, , , , 
2020-11-05 04:01:32,27.15,0, , , , 
2020-11-05 04:02:32,27.15,0, , , , 
2020-11-05 04:03:32,27.20,0, , , , 
2020-11-05 04:04:32,27.20,0, , , , 
2020-11-05 04:05:32,27.15,0, , , , 
2020-11-05 04:06:32,27.15,0, , , , 
2020-11-05 04:07:32,27.15,0, , , , 
2020-11-05 04:08:32,27.11,0, , , , 
2020-11-05 04:09:32,27.15,0, , , , 
2020-11-05 04:10:32,27.15,0, , , , 
2020-11-05 04:11:32,27.15,0, , , , 
2020-11-05 04:12:32,27.15,0, , , , 
2020-11-05 04:13:32,27.07,0, , , , 
2020-11-05 04:14:32,27.20,0, , , , 
2020-11-05 04:15:32,27.20,0, , , , 
2020-11-05 04:16:32,27.20,0, , , , 
2020-11-05 04:17:32,27.24,0, , , , 
2020-11-05 04:18:32,27.20,0, , , , 
2020-11-05 04:19:32,27.20,0, , , , 
2020-11-05 04:20:32,27.15,0, , , , 
2020-11-05 04:21:32,27.11,0, , , , 
2020-11-05 04:22:32,27.20,0, , , , 
2020-11-05 04:23:32,27.20,0, , , , 
2020-11-05 04:24:32,27.24,0, , , , 
2020-11-05 04:25:32,27.28,0, , , , 
2020-11-05 04:26:32,27.24,0, , , , 
2020-11-05 04:27:32,27.20,0, , , , 
2020-11-05 04:28:32,27.20,0, , , , 
2020-11-05 04:29:32,27.15,0, , , , 
2020-11-05 04:30:32,27.15,0, , , , 
2020-11-05 04:31:32,27.15,0, , , , 
2020-11-05 04:32:32,27.20,0, , , , 
2020-11-05 04:33:32,27.15,0, , , , 
2020-11-05 04:34:32,27.11,0, , , , 
2020-11-05 04:35:32,27.11,0, , , , 
2020-11-05 04:36:32,27.20,0, , , , 
2020-11-05 04:37:32,27.20,0, , , , 
2020-11-05 04:38:32,27.20,0, , , , 
2020-11-05 04:39:32,27.15,0, , , , 
2020-11-05 04:40:32,27.11,0, , , , 
2020-11-05 04:41:32,27.15,0, , , , 
2020-11-05 04:42:32,27.20,0, , , , 
2020-11-05 04:43:32,27.20,0, , , , 
2020-11-05 04:44:32,27.11,0, , , , 
2020-11-05 04:45:32,27.07,0, , , , 
2020-11-05 04:46:32,27.20,0, , , , 
2020-11-05 04:47:32,27.15,0, , , , 
2020-11-05 04:48:32,27.15,0, , , , 
2020-11-05 04:49:32,27.07,0, , , , 
2020-11-05 04:50:32,27.11,0, , , , 
2020-11-05 04:51:32,27.15,0, , , , 
2020-11-05 04:52:32,27.20,0, , , , 
2020-11-05 04:53:32,27.24,0, , , , 
2020-11-05 04:54:32,27.20,0, , , , 
2020-11-05 04:55:32,27.15,0, , , , 
2020-11-05 04:56:32,27.15,0, , , , 
2020-11-05 04:57:32,27.15,0, , , , 
2020-11-05 04:58:32,27.11,0, , , , 
2020-11-05 04:59:32,27.11,0, , , , 
2020-11-05 05:00:32,27.15,0, , , , 
2020-11-05 05:01:32,27.24,0, , , , 
2020-11-05 05:02:32,27.20,0, , , , 
2020-11-05 05:03:32,27.24,0, , , , 
2020-11-05 05:04:32,27.11,0, , , , 
2020-11-05 05:05:32,27.11,0, , , , 
2020-11-05 05:06:32,27.15,0, , , , 
2020-11-05 05:07:32,27.20,0, , , , 
2020-11-05 05:08:32,27.15,0, , , , 
2020-11-05 05:09:32,27.11,0, , , , 
2020-11-05 05:10:32,27.11,0, , , , 
2020-11-05 05:11:32,27.07,0, , , , 
2020-11-05 05:12:32,27.15,0, , , , 
2020-11-05 05:13:32,27.20,0, , , , 
2020-11-05 05:14:32,27.20,0, , , , 
2020-11-05 05:15:32,27.24,0, , , , 
2020-11-05 05:16:32,27.15,0, , , , 
2020-11-05 05:17:32,27.11,0, , , , 
2020-11-05 05:18:32,27.15,0, , , , 
2020-11-05 05:19:32,27.15,0, , , , 
2020-11-05 05:20:32,27.15,0, , , , 
2020-11-05 05:21:32,27.15,0, , , , 
2020-11-05 05:22:32,27.15,0, , , , 
2020-11-05 05:23:32,27.24,0, , , , 
2020-11-05 05:24:32,27.24,0, , , , 
2020-11-05 05:25:32,27.20,0, , , , 
2020-11-05 05:26:32,27.24,0, , , , 
2020-11-05 05:27:32,27.24,0, , , , 
2020-11-05 05:28:32,27.28,0, , , , 
2020-11-05 05:29:32,27.24,0, , , , 
2020-11-05 05:30:32,27.20,0, , , , 
2020-11-05 05:31:32,27.15,0, , , , 
2020-11-05 05:32:32,27.15,0, , , , 
2020-11-05 05:33:32,27.15,0, , , , 
2020-11-05 05:34:32,27.24,0, , , , 
2020-11-05 05:35:32,27.20,0, , , , 
2020-11-05 05:36:32,27.20,0, , , , 
2020-11-05 05:37:32,27.15,0, , , , 
2020-11-05 05:38:32,27.20,0, , , , 
2020-11-05 05:39:32,27.24,0, , , , 
2020-11-05 05:40:32,27.24,0, , , , 
2020-11-05 05:41:32,27.32,0, , , , 
2020-11-05 05:42:32,27.28,0, , , , 
2020-11-05 05:43:32,27.24,0, , , , 
2020-11-05 05:44:32,27.24,0, , , , 
2020-11-05 05:45:32,27.24,0, , , , 
2020-11-05 05:46:32,27.20,0, , , , 
2020-11-05 05:47:32,27.24,0, , , , 
2020-11-05 05:48:32,27.24,0, , , , 
2020-11-05 05:49:32,27.20,0, , , , 
2020-11-05 05:50:32,27.20,0, , , , 
2020-11-05 05:51:32,27.20,0, , , , 
2020-11-05 05:52:32,27.15,0, , , , 
2020-11-05 05:53:32,27.24,0, , , , 
2020-11-05 05:54:32,27.32,0, , , , 
2020-11-05 05:55:32,27.24,0, , , , 
2020-11-05 05:56:32,27.28,0, , , , 
2020-11-05 05:57:32,27.24,0, , , , 
2020-11-05 05:58:32,27.28,0, , , , 
2020-11-05 05:59:32,27.24,0, , , , 
2020-11-05 06:00:32,27.24,0, , , , 
2020-11-05 06:01:32,27.15,0, , , , 
2020-11-05 06:02:32,27.24,0, , , , 
2020-11-05 06:03:32,27.28,0, , , , 
2020-11-05 06:04:32,27.28,0, , , , 
2020-11-05 06:05:32,27.20,0, , , , 
2020-11-05 06:06:32,27.15,0, , , , 
2020-11-05 06:07:32,27.20,0, , , , 
2020-11-05 06:08:32,27.20,0, , , , 
2020-11-05 06:09:32,27.28,0, , , , 
2020-11-05 06:10:32,27.20,0, , , , 
2020-11-05 06:11:32,27.20,0, , , , 
2020-11-05 06:12:32,27.24,0, , , , 
2020-11-05 06:13:32,27.28,0, , , , 
2020-11-05 06:14:32,27.28,0, , , , 
2020-11-05 06:15:32,27.28,0, , , , 
2020-11-05 06:16:32,27.28,0, , , , 
2020-11-05 06:17:32,27.28,0, , , , 
2020-11-05 06:18:32,27.20,0, , , , 
2020-11-05 06:19:32,27.15,0, , , , 
2020-11-05 06:20:32,27.28,0, , , , 
2020-11-05 06:21:32,27.28,0, , , , 
2020-11-05 06:22:32,27.28,0, , , , 
2020-11-05 06:23:32,27.28,0, , , , 
2020-11-05 06:24:32,27.24,0, , , , 
2020-11-05 06:25:32,27.20,0, , , , 
2020-11-05 06:26:32,27.20,0, , , , 
2020-11-05 06:27:32,27.32,0, , , , 
2020-11-05 06:28:32,27.28,0, , , , 
2020-11-05 06:29:32,27.28,0, , , , 
2020-11-05 06:30:32,27.28,0, , , , 
2020-11-05 06:31:32,27.24,0, , , , 
2020-11-05 06:32:32,27.15,0, , , , 
2020-11-05 06:33:32,27.15,0, , , , 
2020-11-05 06:34:32,27.20,0, , , , 
2020-11-05 06:35:32,27.24,0, , , , 
2020-11-05 06:36:32,27.24,0, , , , 
2020-11-05 06:37:32,27.20,0, , , , 
2020-11-05 06:38:32,27.20,0, , , , 
2020-11-05 06:39:32,27.20,0, , , , 
2020-11-05 06:40:32,27.28,0, , , , 
2020-11-05 06:41:32,27.32,0, , , , 
2020-11-05 06:42:32,27.37,0, , , , 
2020-11-05 06:43:32,27.28,0, , , , 
2020-11-05 06:44:32,27.20,0, , , , 
2020-11-05 06:45:32,27.20,0, , , , 
2020-11-05 06:46:32,27.20,0, , , , 
2020-11-05 06:47:32,27.24,0, , , , 
2020-11-05 06:48:32,27.28,0, , , , 
2020-11-05 06:49:32,27.28,0, , , , 
2020-11-05 06:50:32,27.28,0, , , , 
2020-11-05 06:51:32,27.28,0, , , , 
2020-11-05 06:52:32,27.28,0, , , , 
2020-11-05 06:53:32,27.20,0, , , , 
2020-11-05 06:54:32,27.15,0, , , , 
2020-11-05 06:55:32,27.20,0, , , , 
2020-11-05 06:56:32,27.15,0, , , , 
2020-11-05 06:57:32,27.20,0, , , , 
2020-11-05 06:58:32,27.20,0, , , , 
2020-11-05 06:59:32,27.24,0, , , , 
2020-11-05 07:00:32,27.20,0, , , , 
2020-11-05 07:01:32,27.20,0, , , , 
2020-11-05 07:02:32,27.20,0, , , , 
2020-11-05 07:03:32,27.24,0, , , , 
2020-11-05 07:04:32,27.28,0, , , , 
2020-11-05 07:05:32,27.24,0, , , , 
2020-11-05 07:06:32,27.24,0, , , , 
2020-11-05 07:07:32,27.20,0, , , , 
2020-11-05 07:08:32,27.15,0, , , , 
2020-11-05 07:09:32,27.28,0, , , , 
2020-11-05 07:10:32,27.28,0, , , , 
2020-11-05 07:11:32,27.28,0, , , , 
2020-11-05 07:12:32,27.28,0, , , , 
2020-11-05 07:13:32,27.24,0, , , , 
2020-11-05 07:14:32,27.20,0, , , , 
2020-11-05 07:15:32,27.24,0, , , , 
2020-11-05 07:16:32,27.24,0, , , , 
2020-11-05 07:17:32,27.32,0, , , , 
2020-11-05 07:18:32,27.24,0, , , , 
2020-11-05 07:19:32,27.15,0, , , , 
2020-11-05 07:20:32,27.24,0, , , , 
2020-11-05 07:21:32,27.28,0, , , , 
2020-11-05 07:22:32,27.24,0, , , , 
2020-11-05 07:23:32,27.24,0, , , , 
2020-11-05 07:24:32,27.15,0, , , , 
2020-11-05 07:25:32,27.15,0, , , , 
2020-11-05 07:26:32,27.20,0, , , , 
2020-11-05 07:27:32,27.28,0, , , , 
2020-11-05 07:28:32,27.24,0, , , , 
2020-11-05 07:29:32,27.24,0, , , , 
2020-11-05 07:30:32,27.15,0, , , , 
2020-11-05 07:31:32,27.20,0, , , , 
2020-11-05 07:32:32,27.15,0, , , , 
